SourceFile	Instrument	SerialNumber	DeconvolutionEngine	StartTimeStamp	RTDuration	mzMLMS1Count	mzMLMSnCount	DeconvMSnWithPeaksCount	DeconvMSnWithoutPeaksCount	DeconvMSnWithPeaksFraction	Redundancy	HighestDegree	LargestComponentSize	ComponentCount	mzMLHCDCount	mzMLCIDCount	mzMLETDCount	mzMLECDCount	mzMLEThcDCount	mzMLETciDCount	mzMLPreZMin	mzMLPreZQ1	mzMLPreZQ2	mzMLPreZQ3	mzMLPreZMax	DeconvPreZMin	DeconvPreZQ1	DeconvPreZQ2	DeconvPreZQ3	DeconvPreZMax	DeconvPreMassMin	DeconvPreMassQ1	DeconvPreMassQ2	DeconvPreMassQ3	DeconvPreMassMax	mzMLPeakCountMin	mzMLPeakCountQ1	mzMLPeakCountQ2	mzMLPeakCountQ3	mzMLPeakCountMax	DeconvPeakCountMin	DeconvPeakCountQ1	DeconvPeakCountQ2	DeconvPeakCountQ3	DeconvPeakCountMax	AALinkCountMin	AALinkCountQ1	AALinkCountQ2	AALinkCountQ3	AALinkCountMax	TagLengthMin	TagLengthQ1	TagLengthQ2	TagLengthQ3	TagLengthMax	AALinkCountAbove2	TagLengthAbove2
06102019_RVG262_PLRPS_FAIMS_CV_Neg100_F1_CD3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-11T18:03:58Z	80.55048	1603	559	3	556	0.0053667263	0	0	1	3	559	0	0	0	0	0	1	1	2	3	3	0	1	2	7	30	649.57231	980.12785	1916.42133	5994.14076	33391.14414	8	15	17	20	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
06102019_RVG262_PLRPS_FAIMS_CV_neg10_F1_CD3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-12T08:09:08Z	80.981094	688	1096	613	483	0.55930656	0.0003785092	8	15	567	1096	0	0	0	0	0	1	1	3	7	10	0	2	9	16	30	649.29952	3157.87852	9925.43534	13889.78939	28234.92007	9	39	183	497	3465	0	0	1	18	242	0	0	3	14	171	0	0	1	3	14	266	162
06102019_RVG262_PLRPS_FAIMS_CV_neg110_F1_CD3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-11T16:30:07Z	79.55477	1837	432	1	431	0.0023148148	0	0	1	1	432	0	0	0	0	0	1	1	2	3	3	0	1	2	5	30	654.83874	1022.43919	2084.1082	5656.18442	31661.43431	7	15	17	20	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
06102019_RVG262_PLRPS_FAIMS_CV_neg120_F1_CD3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-11T14:56:10Z	80.809326	1992	347	2	345	0.0057636886	0	0	1	2	347	0	0	0	0	0	1	1	2	3	3	0	1	2	5	30	655.3665	1044.24907	2088.98305	4331.08658	28441.88245	5	14	17	20	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
06102019_RVG262_PLRPS_FAIMS_CV_neg20_F1_CD3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-12T06:35:11Z	80.929146	791	1130	857	273	0.75840706	0.001016914	24	26	733	1130	0	0	0	0	0	1	1	6	9	10	0	5	9	12	30	649.43068	5717.23844	9044.01309	11599.34637	29022.29981	10	120	475	1069	4421	0	1	19	68	252	0	1	9	28	203	0	1	3	5	27	551	410
06102019_RVG262_PLRPS_FAIMS_CV_neg30_F1_CD3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-12T05:01:20Z	78.95876	864	1035	811	224	0.7835749	0.0035316863	45	79	568	1035	0	0	0	0	0	1	6	8	9	10	0	6	8	10	27	657.12352	6113.39054	7263.72747	9074.99568	25873.88248	10	108	526	1193	4278	0	1	30	90	219	0	4	21	54	231	0	2	4	7	23	605	518
06102019_RVG262_PLRPS_FAIMS_CV_neg40_F1_CD3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-12T03:27:23Z	80.82282	845	983	742	241	0.75483215	0.0043359487	50	78	556	983	0	0	0	0	0	1	4	7	8	10	0	4	7	9	21	652.18074	3476.51529	6061.22631	6937.66923	16872.31987	8	43	124	745	3433	0	1	8	57	165	0	0	10	41	162	0	0	3	6	21	442	371
06102019_RVG262_PLRPS_FAIMS_CV_neg50_F1_CD3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-12T01:53:31Z	80.845406	925	924	607	317	0.6569264	0.00048390342	10	18	565	924	0	0	0	0	0	1	4	5	6	10	0	4	5	7	30	683.29425	3369.45477	3487.52429	5639.76875	32744.21681	9	25	46	172	3119	0	0	2	12	127	0	0	2	11	99	0	0	1	3	15	232	166
06102019_RVG262_PLRPS_FAIMS_CV_neg60_F1_CD3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-12T00:19:34Z	80.63935	1002	878	275	603	0.31321186	0.0001592568	2	3	270	878	0	0	0	0	0	1	2	3	4	10	0	2	4	5	30	667.61571	2002.92525	3439.45837	4247.24832	31805.24608	7	16	21	35	2957	0	0	0	1	93	0	0	1	6	60	0	0	1	2	12	76	46
06102019_RVG262_PLRPS_FAIMS_CV_neg70_F1_CD3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-11T22:45:42Z	80.95771	1089	833	59	774	0.07082833	0	0	1	59	833	0	0	0	0	0	1	2	2	3	10	0	1	3	5	30	652.376	1114.1746	2431.28505	4173.85382	30239.8777	9	15	18	22	480	0	0	0	0	53	0	0	0	2	25	0	0	0	1	5	11	7
06102019_RVG262_PLRPS_FAIMS_CV_neg80_F1_CD3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-11T21:11:46Z	79.88739	1211	770	19	751	0.024675325	0	0	1	19	770	0	0	0	0	0	1	1	2	3	5	0	1	2	5	30	649.68767	1002.74357	2167.0678	4150.94066	32157.986	7	15	18	20	123	0	0	0	0	10	0	0	0	0	4	0	0	0	0	2	1	0
06102019_RVG262_PLRPS_FAIMS_CV_neg90_F1_CD3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-11T19:37:55Z	80.44812	1418	660	10	650	0.015151516	0	0	1	10	660	0	0	0	0	0	1	1	2	3	3	0	1	3	7	30	651.00267	1053.42436	2262.05341	6724.12732	31963.29951	8	15	18	21	79	0	0	0	0	12	0	0	0	0	2	0	0	0	0	1	0	0
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech1	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-12T18:45:54Z	80.97839	1215	2426	2210	216	0.91096455	0.00053217093	30	92	1833	2426	0	0	0	0	0	1	1	3	8	10	0	5	9	14	30	650.13522	4464.55147	8099.40107	12033.69384	27486.63701	11	443	873	1393	4467	0	10	32	81	267	0	2	8	28	321	0	1	2	4	22	1480	949
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech10	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-13T08:51:02Z	80.98452	1163	2310	2113	197	0.9147186	0.0006480446	34	127	1708	2310	0	0	0	0	0	1	1	5	8	10	0	5	9	14	30	649.30287	5112.18344	8704.44907	12164.69441	28302.72613	11	517	1117	1594	4350	0	13	49	100	266	0	3	11	36	441	0	1	3	5	21	1586	1050
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech2	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-12T20:19:51Z	80.99307	1204	2406	2184	222	0.9077307	0.00058519124	31	63	1776	2406	0	0	0	0	0	1	1	4	8	10	0	5	9	14	30	649.30246	4930.12557	8544.31163	12178.16527	28355.85993	12	421	882	1369	4447	0	10	35	81	286	0	2	9	29	299	0	1	2	5	24	1537	1026
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-12T21:53:41Z	81.0434	1194	2385	2148	237	0.9006289	0.0005433939	30	66	1749	2385	0	0	0	0	0	1	1	4	8	10	0	5	9	14	30	649.12377	5197.77758	8697.61589	12129.72522	28846.90271	9	434	898	1388	4057	0	10	36	86	267	0	2	9	30	326	0	1	2	5	25	1547	1000
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech4	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-12T23:27:39Z	80.95565	1189	2376	2162	214	0.9099327	0.0005984484	33	106	1750	2376	0	0	0	0	0	1	1	5	8	10	0	5	9	14	30	649.12393	5125.00137	8818.80088	12178.16694	29328.94331	11	461	972	1444	4718	0	11	39	89	291	0	2	10	32	489	0	1	2	5	19	1561	1037
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech5	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-13T01:01:29Z	81.06012	1184	2366	2157	209	0.91166526	0.0006562747	36	63	1719	2366	0	0	0	0	0	1	1	5	8	10	0	5	9	14	30	649.12421	4999.74097	8671.44902	12151.71753	27989.40027	8	482	1025	1518	3971	0	12	43	96	268	0	3	11	34	262	0	1	3	5	22	1586	1047
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech6	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-13T02:35:26Z	81.06681	1182	2361	2154	207	0.91232526	0.0006550856	35	58	1729	2361	0	0	0	0	0	1	1	5	8	10	0	5	9	14	30	649.30255	5370.20452	8922.81387	12313.86456	28974.32591	8	487	976	1475	4319	0	12	40	90	265	0	3	10	33	396	0	1	3	5	23	1573	1054
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech7	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-13T04:09:17Z	80.99203	1169	2336	2146	190	0.9186644	0.0005613523	30	47	1751	2336	0	0	0	0	0	1	1	5	8	10	0	5	9	14	30	649.30265	5268.6407	8762.56504	12158.72453	28932.17221	11	462	982	1439	3740	0	11	40	88	255	0	3	10	29	278	0	1	2	5	25	1558	984
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech8	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-13T05:43:14Z	81.02867	1162	2321	2135	186	0.91986215	0.0005904185	32	68	1727	2321	0	0	0	0	0	1	1	5	8	10	0	6	9	14	30	649.30205	5363.79171	8851.68594	12309.91377	28490.32061	13	509	1018	1518	4348	0	13	44	94	267	0	3	10	32	386	0	1	2	5	22	1574	1000
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech9	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-13T07:17:05Z	80.9652	1181	2337	2158	179	0.92340606	0.00062559	34	46	1742	2337	0	0	0	0	0	1	1	5	8	10	0	5	9	14	30	649.30313	5197.78307	8762.57875	12221.83093	26977.20594	10	491	1029	1535	3956	0	12	42	94	303	0	2	10	34	337	0	1	2	5	20	1562	1017
06102019_RVG262_PLRPS_FAIMS_CV_plus10_F1_CD3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-12T11:16:55Z	79.59164	931	904	257	647	0.28429204	0.00012159533	2	3	254	904	0	0	0	0	0	1	1	3	6	10	0	3	8	18	30	649.29774	3726.74805	7951.15632	15045.34822	29111.63921	8	29	82	182	1933	0	0	0	1	188	0	0	0	4	59	0	0	0	1	8	57	29
06102019_RVG262_PLRPS_FAIMS_CV_plus20_F1_CD3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-12T12:50:47Z	80.87487	923	908	219	689	0.24118942	0.00033513468	5	7	213	908	0	0	0	0	0	1	1	2	6	10	0	3	8	17	30	649.29782	3564.09983	7902.26155	15076.84534	28810.14818	8	31	73	178	1305	0	0	0	0	96	0	0	0	1	34	0	0	0	1	7	23	11
06102019_RVG262_PLRPS_FAIMS_CV_plus30_F1_CD3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-12T14:24:43Z	80.2316	915	916	237	679	0.25873363	0.00010727312	3	4	234	916	0	0	0	0	0	1	1	3	6	10	0	5	11	20	30	649.29777	5154.20152	10286.18314	17671.11007	29002.90181	6	37	93	199	1097	0	0	0	1	73	0	0	0	2	27	0	0	0	1	7	24	11
06102019_RVG262_PLRPS_FAIMS_CV_zero_F1_CD3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-12T09:42:59Z	80.6214	930	922	395	527	0.4284165	0.00043693374	8	9	376	922	0	0	0	0	0	1	1	3	7	10	0	4	9	18	30	649.29802	3998.94145	9369.75454	15124.32407	27703.78275	8	37	109	252	2439	0	0	0	3	255	0	0	1	9	116	0	0	1	2	15	125	75
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Neg10	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-13T20:27:36Z	80.811844	664	1233	895	338	0.72587186	0.0006074013	13	25	766	1233	0	0	0	0	0	1	1	3	8	10	0	3	9	15	30	650.13344	3616.90366	10169.82907	13363.32023	27768.11831	6	75	434	1282	4156	0	0	11	76	282	0	1	8	33	337	0	1	2	5	21	547	379
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Neg20	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-13T18:53:45Z	80.43152	807	1510	1217	293	0.80596024	0.0017163646	40	44	870	1510	0	0	0	0	0	1	3	7	9	10	0	6	9	10	30	649.43123	6358.20247	8914.86988	11298.39911	26192.62126	7	259	1187	1955	4488	0	3	72	138	276	0	8	31	64	337	0	2	5	7	31	973	833
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Neg30	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-13T17:19:48Z	80.94952	1018	1264	1101	163	0.8710443	0.004962431	69	126	669	1264	0	0	0	0	0	1	6	8	9	10	0	7	8	10	27	651.40138	5970.11487	7058.73064	8545.77734	25623.40375	10	220	1402	2114	4752	0	9	93	136	264	0	9	51	88	336	0	3	6	9	28	907	839
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Neg40	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-14T04:17:11Z	81.00776	821	1200	1011	189	0.8425	0.007233305	68	209	532	1200	0	0	0	0	0	1	4	6	8	10	0	4	6	8	15	651.40156	3441.52647	5206.75577	6814.60627	11853.2705	8	236	646	1616	4105	0	17	52	107	213	0	7	32	69	222	0	2	5	7	24	847	710
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Plus10	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-13T23:35:25Z	80.61416	783	1007	529	478	0.52532274	0.00030073896	5	9	505	1007	0	0	0	0	0	1	1	3	7	10	0	3	10	18	30	649.29979	3865.16704	10027.74344	15838.76434	27839.88091	9	36	149	489	3029	0	0	1	10	260	0	0	1	6	274	0	0	1	2	19	159	95
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Plus20	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-14T01:09:22Z	80.71861	769	1010	477	533	0.47227722	9.68941E-05	5	7	469	1010	0	0	0	0	0	1	1	3	7	10	0	3	8	16	30	649.29931	3879.30761	8529.60451	15241.53826	27891.17591	7	32	126	439	3580	0	0	0	6	332	0	0	0	2	122	0	0	0	1	10	92	52
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Plus30	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-14T02:43:14Z	79.950554	923	921	478	443	0.51900107	1.7543398E-05	2	3	476	921	0	0	0	0	0	1	2	3	7	10	0	5	11	19	30	649.29922	5118.27374	10531.18739	17245.53708	28654.20565	7	60	175	491	2453	0	0	1	7	260	0	0	0	2	94	0	0	0	1	7	76	39
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_ZERO	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-13T22:01:34Z	80.02107	868	1008	621	387	0.6160714	0.00043634098	9	15	565	1008	0	0	0	0	0	1	1	3	7	10	0	4	10	18	30	649.30104	4071.12797	9925.11282	15132.88162	28848.00461	7	64	240	805	4498	0	0	3	30	256	0	0	3	19	371	0	0	1	3	18	291	195
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Neg10	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-14T11:08:37Z	80.79008	768	1061	520	541	0.49010366	0.001067141	17	33	457	1061	0	0	0	0	0	1	1	2	5	10	0	1	6	15	30	649.41724	1156.07119	6190.18549	13538.3156	28169.4715	7	29	86	424	4320	0	0	0	10	266	0	0	3	25	363	0	0	1	4	16	217	162
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Neg20	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-14T09:34:45Z	80.75937	991	938	490	448	0.52238804	0.0004924669	6	10	450	938	0	0	0	0	0	1	1	3	7	10	0	2	7	12	30	650.5516	2012.62299	7600.46835	11299.39819	25682.33195	5	35	121	607	4428	0	0	1	20	270	0	0	4	21	280	0	0	1	4	15	234	173
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Neg30	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-14T08:00:47Z	80.23962	631	1161	692	469	0.5960379	0.0025890265	24	35	499	1161	0	0	0	0	0	1	2	6	8	10	0	4	7	10	30	649.83048	3418.47461	6369.62816	8102.22861	25777.13231	7	30	168	979	3651	0	0	3	71	229	0	4	23	50	175	0	2	4	6	17	496	430
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Plus10	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-14T14:16:26Z	80.72379	1035	853	232	621	0.27198124	0.00018659502	4	5	228	853	0	0	0	0	0	1	1	2	5	10	0	3	8	16	30	649.29942	3017.48953	6979.06419	13889.83992	28756.52231	9	24	65	178	2189	0	0	0	1	196	0	0	1	7	148	0	0	1	2	9	60	24
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Plus20	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-14T15:50:23Z	77.242935	1058	835	123	712	0.14730538	0	0	1	123	835	0	0	0	0	0	1	1	2	4	10	0	2	6	15	30	656.75414	2754.43271	6371.55235	13234.795	28488.20261	7	21	42	111	1472	0	0	0	0	143	0	0	0	2	68	0	0	0	1	5	18	6
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Plus30	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-14T17:24:13Z	80.99982	925	909	214	695	0.23542354	0	0	1	214	909	0	0	0	0	0	1	1	3	6	10	0	4	9	18	30	649.29853	3991.49029	8431.52764	16784.04328	29325.71771	5	29	73	193	1054	0	0	0	0	50	0	0	0	1	15	0	0	0	1	5	13	6
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Plus40	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-14T18:58:10Z	80.65924	945	910	349	561	0.3835165	1.6467411E-05	1	2	348	910	0	0	0	0	0	1	1	2	5	10	0	3	9	18	30	651.87498	3514.97337	7371.20394	14414.12479	26958.30521	8	24	84	342	1218	0	0	0	3	75	0	0	0	1	45	0	0	0	1	6	37	11
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_ZERO	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-14T12:42:34Z	80.07794	822	974	344	630	0.35318276	0.0013390739	11	18	309	974	0	0	0	0	0	1	1	2	3	10	0	2	7	16	30	651.71276	2468.89257	6650.54987	13780.55875	27984.24641	7	24	51	196	3310	0	0	0	2	254	0	0	2	19	268	0	0	1	4	17	131	88
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T1	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-16T13:40:41Z	80.994125	928	1845	1667	178	0.903523	0.00016275256	18	34	1543	1845	0	0	0	0	0	1	1	2	6	10	0	2	7	13	30	649.66295	2154.06085	5884.80272	11340.35885	26590.63811	8	248	712	1271	3399	0	4	21	63	315	0	0	3	16	283	0	0	1	3	15	863	501
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T2	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-16T15:14:38Z	80.97463	818	1631	1398	233	0.85714287	0.0004362506	24	43	1225	1631	0	0	0	0	0	1	1	2	6	10	0	3	8	15	30	649.63226	2739.76865	7491.81547	12412.8058	26471.12198	8	201	704	1432	3931	0	2	19	79	300	0	0	6	25	337	0	0	2	4	19	760	495
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T3	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-16T16:48:30Z	80.9608	822	1639	1403	236	0.8560098	0.00049618556	27	53	1222	1639	0	0	0	0	0	1	1	2	7	10	0	3	9	16	30	649.29433	2928.15185	7601.42534	12940.85304	28155.60536	12	210	789	1522	4373	0	2	25	91	326	0	1	6	27	261	0	1	2	4	19	821	529
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T4	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-16T18:22:27Z	81.076355	825	1644	1409	235	0.85705596	0.0004466014	24	48	1224	1644	0	0	0	0	0	1	1	2	6	10	0	3	9	16	30	650.13535	2886.44896	7727.7482	12941.6199	25516.29461	12	226	727	1426	4306	0	2	21	82	290	0	0	5	23	252	0	0	2	4	18	796	486
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T5	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-16T19:56:18Z	80.94506	819	1633	1375	258	0.8420086	0.00040333465	23	43	1208	1633	0	0	0	0	0	1	1	2	7	10	0	3	8	15	30	650.135	3117.44563	7367.94299	12323.8995	28843.14881	9	205	764	1460	3980	0	2	22	85	299	0	0	6	24	291	0	0	2	4	15	796	497
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T6	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-16T21:30:16Z	80.976906	798	1590	1360	230	0.8553459	0.00041769468	20	45	1204	1590	0	0	0	0	0	1	1	2	7	10	0	3	8	16	30	649.0269	2993.40913	7600.42551	12820.60588	27629.79701	10	201	752	1455	4260	0	2	22	84	329	0	1	6	23	345	0	1	2	4	16	767	470
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T7	Orbitrap Fusion Lumos	FSN20169	TopFD	2019-06-16T23:04:06Z	81.00152	761	1516	1244	272	0.8205805	0.00048115104	17	41	1076	1516	0	0	0	0	0	1	1	2	7	10	0	2	8	15	30	650.13597	2235.23419	7274.03014	12413.92166	27836.44481	10	157	741	1489	3897	0	1	20	85	323	0	1	6	26	332	0	1	2	4	20	700	429
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1FAIMS_CV_10_016	Orbitrap Fusion Lumos	FSN20473	TopFD	2018-08-11T15:33:40Z	79.95159	641	794	672	122	0.84634763	0.035656624	112	210	341	794	0	0	0	0	0	6	8	14	21	39	0	10	20	22	30	1300.88827	10280.07589	15198.0215	17823.10527	29569.31103	17	210	1609	2267	4938	0	3	113	198	375	0	11	26	86	901	0	2	3	5	18	550	379
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-100_015	Orbitrap Fusion Lumos	FSN20473	TopFD	2018-08-11T13:44:02Z	67.29205	1996	72	67	5	0.9305556	0.0054274085	5	6	62	72	0	0	0	0	0	6	6	6	6	15	3	4	6	6	12	1691.77987	2415.39405	4134.26378	4473.25268	20734.2424	11	36	68	151	1280	0	3	7	21	57	0	0	1	5	27	0	0	1	2	6	24	15
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-10_018	Orbitrap Fusion Lumos	FSN20473	TopFD	2018-08-11T19:12:56Z	79.993744	660	891	885	6	0.993266	0.037968148	161	560	297	891	0	0	0	0	0	6	10	14	18	38	0	11	15	18	24	506.09993	10827.65078	12683.40556	14012.96152	23295.75052	152	1154	3473	3985	5563	0	67	211	254	364	0	11	64	113	462	0	3	5	8	24	841	730
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-110_013	Orbitrap Fusion Lumos	FSN20473	TopFD	2018-08-11T10:04:33Z	19.823015	2085	25	21	4	0.84	0	0	1	21	25	0	0	0	0	0	6	6	6	6	7	3	4	6	6	6	1615.88827	2832.41209	3545.57978	4160.09636	4416.23066	10	21	36	71	615	0	2	4	7	50	0	0	0	1	17	0	0	0	1	6	5	5
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-120_010	Orbitrap Fusion Lumos	FSN20473	TopFD	2018-08-11T04:33:18Z	71.52536	2116	9	4	5	0.44444445	0	0	1	4	9	0	0	0	0	0	6	6	6	6	15	3	3	3	6	15	1608.83626	1729.90681	2941.74445	3824.99636	23778.5312	14	18	19	24	101	0	0	0	1	10	2	0	2	2	3	1	0	1	1	2	1	0
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-20_005	Orbitrap Fusion Lumos	FSN20473	TopFD	2018-08-10T19:25:08Z	80.05183	887	1556	1547	9	0.99421597	0.038634222	283	1318	190	1556	0	0	0	0	0	6	8	12	15	36	0	8	12	15	26	514.14428	9238.76668	10809.64446	12682.40714	21652.31831	138	3425	3986	4556	6109	0	177	212	229	326	0	47	83	127	399	0	5	7	10	24	1532	1491
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-30_020	Orbitrap Fusion Lumos	FSN20473	TopFD	2018-08-11T22:52:20Z	79.95169	1088	2456	2455	1	0.99959284	0.063396394	647	2271	109	2456	0	0	0	0	0	6	8	11	14	30	0	9	12	14	23	514.14531	7486.24074	10265.18706	10863.53943	16935.59383	196	3844	4311	4782	6012	0	174	202	219	347	0	60	85	128	330	0	5	8	11	23	2429	2384
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-40_007	Orbitrap Fusion Lumos	FSN20473	TopFD	2018-08-10T23:04:21Z	80.08741	742	2124	2122	2	0.99905837	0.012149054	200	1763	189	2124	0	0	0	0	0	6	7	8	9	16	0	6	8	9	16	663.03091	4630.36632	6208.28229	7597.92092	13367.64694	26	3513	4096	4460	5719	0	124	153	177	335	0	44	68	100	304	0	4	6	9	30	2094	1959
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-50_019	Orbitrap Fusion Lumos	FSN20473	TopFD	2018-08-11T21:02:41Z	80.075195	535	1500	1493	7	0.9953333	0.026477449	226	1174	186	1500	0	0	0	0	0	6	6	7	8	12	0	5	6	7	12	1116.74803	3445.54257	4630.36346	6235.18695	10023.24412	11	1800	3305	3925	5456	0	90	122	146	327	0	36	58	87	325	0	4	6	8	22	1449	1327
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-60_009	Orbitrap Fusion Lumos	FSN20473	TopFD	2018-08-11T02:43:26Z	80.00313	384	1123	1112	11	0.9902048	0.018969882	113	725	228	1123	0	0	0	0	0	6	6	6	7	11	0	5	6	7	13	770.53457	3417.83197	4595.4534	5927.04635	19042.43736	13	801	2082	2917	5163	0	61	91	110	236	0	18	40	59	206	0	3	5	7	17	1046	895
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-70_021	Orbitrap Fusion Lumos	FSN20473	TopFD	2018-08-12T00:42:01Z	79.94429	674	818	806	12	0.98533005	0.031058984	123	356	247	818	0	0	0	0	0	6	6	6	7	11	0	4	6	6	23	660.36755	3340.52753	4137.13496	4549.65032	34555.05196	10	484	990	1604	3816	0	41	66	81	129	0	10	26	41	105	0	3	4	6	14	696	614
