SourceFile	Instrument	SerialNumber	DeconvolutionEngine	StartTimeStamp	RTDuration	mzMLMS1Count	mzMLMSnCount	DeconvMSnWithPeaksCount	DeconvMSnWithoutPeaksCount	DeconvMSnWithPeaksFraction	Redundancy	HighestDegree	LargestComponentSize	ComponentCount	mzMLHCDCount	mzMLCIDCount	mzMLETDCount	mzMLECDCount	mzMLEThcDCount	mzMLETciDCount	mzMLPreZMin	mzMLPreZQ1	mzMLPreZQ2	mzMLPreZQ3	mzMLPreZMax	DeconvPreZMin	DeconvPreZQ1	DeconvPreZQ2	DeconvPreZQ3	DeconvPreZMax	DeconvPreMassMin	DeconvPreMassQ1	DeconvPreMassQ2	DeconvPreMassQ3	DeconvPreMassMax	mzMLPeakCountMin	mzMLPeakCountQ1	mzMLPeakCountQ2	mzMLPeakCountQ3	mzMLPeakCountMax	DeconvPeakCountMin	DeconvPeakCountQ1	DeconvPeakCountQ2	DeconvPeakCountQ3	DeconvPeakCountMax	AALinkCountMin	AALinkCountQ1	AALinkCountQ2	AALinkCountQ3	AALinkCountMax	TagLengthMin	TagLengthQ1	TagLengthQ2	TagLengthQ3	TagLengthMax	AALinkCountAbove2	TagLengthAbove2
20170309_ksn5514_FACS_BC_RP4H_10547771_D1_T_FACS_tech_rep_03	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-12T06:33:06Z	87.07908	1091	2029	1853	176	0.9132578	0.0042607924	92	229	1135	2029	0	0	0	0	0	4	7	10	15	95	0	4	8	13	30	502.09996	4195.06462	7851.97611	12336.31172	28144.78787	4	316	804	1487	5465	0	10	54	107	283	0	2	19	57	496	0	1	4	7	30	1349	1100
20170309_ksn5514_FACS_BC_RP4H_10547771_D1_T_SEP_tech_rep_01	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-11T04:28:38Z	86.410995	1229	1822	1647	175	0.9039517	0.0048285443	83	206	959	1822	0	0	0	0	0	4	8	11	16	95	0	6	9	15	30	510.46548	5624.78408	9133.46814	13459.69524	28000.95115	3	413	946	1686	5025	0	13	66	116	324	0	4	25	64	404	0	1	4	7	28	1249	1020
20170309_ksn5514_FACS_BC_RP4H_10547771_D1_T_SEP_tech_rep_02	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-10T17:41:09Z	86.013435	1283	1967	1806	161	0.9181495	0.014321606	175	299	978	1967	0	0	0	0	0	4	8	11	16	95	0	6	9	14	30	499.8546	5970.1172	8832.38252	14403.77196	27873.79178	5	473	898	1464	5990	0	18	64	107	371	0	4	23	64	618	0	1	4	7	28	1412	1112
20170309_ksn5514_FACS_BC_RP4H_10547771_D1_T_SEP_tech_rep_03	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-11T14:35:08Z	82.1071	1308	1960	1819	141	0.92806125	0.010962394	136	266	1001	1960	0	0	0	0	0	4	8	12	17	95	0	6	10	15	30	502.09994	6083.19587	9361.15292	14837.60472	28628.03267	4	496	968	1563	5484	0	21	69	110	373	0	5	23	62	458	0	2	4	7	32	1432	1150
20170309_ksn5514_FACS_BC_RP4H_10547771_D2_B_FACS_tech_rep_02	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-10T04:35:40Z	86.49636	1259	2107	1830	277	0.86853343	0.029894207	312	439	828	2107	0	0	0	0	0	4	8	12	17	95	0	5	9	15	30	502.09957	6059.00528	10513.19677	14955.52644	27767.7755	5	476	965	1472	5801	0	11	68	114	292	0	8	33	74	249	0	2	5	9	32	1506	1270
20170309_ksn5514_FACS_BC_RP4H_10547771_D2_B_FACS_tech_rep_03	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-09T16:46:16Z	84.34362	1132	1812	1679	133	0.92660046	0.0056066634	99	216	981	1812	0	0	0	0	0	4	8	12	16	95	0	6	9	14	30	499.85277	5302.90955	8863.28517	13458.69467	25960.36942	4	348	866	1639	5313	0	14	60	111	306	0	3	23	59	542	0	1	4	7	32	1229	1008
20170309_ksn5514_FACS_BC_RP4H_10547771_D2_B_SEP_tech_rep_01	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-10T23:33:21Z	81.950264	1174	1773	1591	182	0.8973491	0.0050796736	104	190	1022	1773	0	0	0	0	0	4	8	12	18	95	0	5	9	15	30	502.09969	4352.20782	8037.01652	13779.53379	28612.53916	4	285	753	1446	5688	0	9	44	105	378	0	2	14	57	378	0	1	3	7	25	1105	857
20170309_ksn5514_FACS_BC_RP4H_10547771_D2_B_SEP_tech_rep_02	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-12T04:19:34Z	84.79896	1177	1737	1512	225	0.8704663	0.005105417	103	189	947	1737	0	0	0	0	0	4	8	12	18	95	0	5	8	15	30	502.1	4385.59492	8039.19855	13615.88919	28833.61961	3	289	761	1454	5436	0	7	47	105	306	0	3	16	58	328	0	1	3	6	31	1109	855
20170309_ksn5514_FACS_BC_RP4H_10547771_D2_B_SEP_tech_rep_03	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-11T16:11:55Z	85.72514	1182	1782	1574	208	0.88327724	0.0050502806	102	177	994	1782	0	0	0	0	0	4	8	12	17	95	0	5	9	15	30	502.10005	4571.24757	8293.08693	13834.81796	30571.12784	4	305	767	1432	5332	0	8	46	102	283	0	2	15	55	382	0	1	3	6	25	1137	846
20170309_ksn5514_FACS_BC_RP4H_10547771_D2_T_FACS_tech_rep_01	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-11T06:05:25Z	74.738815	1155	868	693	175	0.7983871	0.0036533794	26	42	527	868	0	0	0	0	0	4	8	13	18	94	0	1	8	14	30	504.09639	1831.32589	7502.98698	12336.18495	25647.97942	3	63	333	781	5414	0	2	14	52	291	0	0	4	26	373	0	0	2	4	23	350	263
20170309_ksn5514_FACS_BC_RP4H_10547771_D2_T_FACS_tech_rep_02	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-10T16:04:22Z	86.15021	1198	1831	1666	165	0.9098853	0.0063030617	111	217	993	1831	0	0	0	0	0	4	8	11	16	95	0	6	9	14	30	499.85524	5657.80215	9285.85228	13459.69203	26183.62571	2	383	868	1573	4990	0	14	61	109	323	0	3	23	61	433	0	1	4	7	29	1256	1045
20170309_ksn5514_FACS_BC_RP4H_10547771_D2_T_FACS_tech_rep_03	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-11T11:56:30Z	86.22239	1197	1788	1631	157	0.9121924	0.0044415523	79	178	968	1788	0	0	0	0	0	4	8	11	16	94	0	6	9	14	30	504.09644	5624.78471	8933.62528	12634.34956	28725.86647	5	359	915	1635	6000	0	12	64	112	312	0	3	25	62	428	0	1	4	7	32	1211	1000
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_B_FACS_tech_rep_01	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-11T02:51:51Z	82.49792	1265	1938	1802	136	0.9298246	0.014382194	167	354	1005	1938	0	0	0	0	0	4	8	11	16	95	0	6	9	15	30	510.46476	5970.11563	9147.58531	14759.40907	29280.87407	4	488	914	1508	4819	0	20	64	107	359	0	4	23	61	482	0	1	4	7	30	1404	1123
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_B_FACS_tech_rep_02	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-11T20:27:18Z	86.92022	917	1573	1417	156	0.90082645	0.0020344167	56	89	1072	1573	0	0	0	0	0	4	6	9	15	95	0	2	6	12	30	499.5114	2654.13154	6768.58563	11008.08315	26859.05195	4	151	637	1233	4777	0	5	35	83	327	0	1	7	31	369	0	1	2	5	23	872	606
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_B_FACS_tech_rep_03	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-12T05:56:19Z	86.999664	948	1547	1398	149	0.90368456	0.002380945	62	96	1049	1547	0	0	0	0	0	4	6	9	15	95	0	2	6	12	30	504.27069	2781.34843	6768.58646	10882.79254	25576.23227	2	183	557	1121	5565	0	6	30	80	313	0	0	7	30	401	0	0	2	5	18	866	582
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_B_SEP_tech_rep_01	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-11T10:19:43Z	82.132164	1252	1920	1744	176	0.90833336	0.013118661	169	237	916	1920	0	0	0	0	0	4	8	13	17	94	0	6	10	15	30	502.0999	6048.7661	9418.63179	14887.82133	28840.74341	4	417	900	1582	4566	0	15	65	110	306	0	4	26	66	400	0	2	4	7	26	1344	1103
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_B_SEP_tech_rep_02	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-11T23:40:56Z	86.958496	1129	2013	1808	205	0.89816195	0.009406022	139	247	1045	2013	0	0	0	0	0	4	8	13	17	95	0	5	9	15	30	502.09969	5253.00382	9255.01127	14493.2307	29114.66585	3	327	794	1472	5083	0	10	52	107	306	0	2	20	59	386	0	1	4	7	30	1311	1057
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_B_SEP_tech_rep_03	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-10T20:19:48Z	83.47184	1279	1986	1823	163	0.9179255	0.011358101	161	231	1006	1986	0	0	0	0	0	4	8	13	18	95	0	6	10	16	30	502.09987	6032.37764	9613.07274	14951.55174	28113.06052	4	414	876	1559	4843	0	15	62	109	290	0	4	23	62	370	0	1	4	7	25	1394	1129
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_T_FACS_tech_rep_01	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-10T00:15:16Z	85.05625	882	1244	1107	137	0.88987136	0.0015714563	26	48	895	1244	0	0	0	0	0	4	7	12	17	95	0	4	8	14	30	510.46517	3609.80497	7329.61196	11960.88887	26396.4127	4	138	376	760	4017	0	4	18	52	259	0	0	3	18	377	0	0	1	4	24	562	383
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_T_FACS_tech_rep_02	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-10T21:56:34Z	87.00481	963	1606	1434	172	0.8929016	0.0027154316	47	80	1073	1606	0	0	0	0	0	4	7	12	16	95	0	3	8	14	30	500.56648	3359.47145	8214.5532	12596.06101	30537.5631	6	184	617	1150	5624	0	5	34	79	296	0	0	6	26	362	0	0	2	4	25	860	577
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_T_FACS_tech_rep_03	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-11T22:04:06Z	86.98553	979	1483	1344	139	0.9062711	0.0020554108	39	66	1021	1483	0	0	0	0	0	4	7	12	16	95	0	2	7	13	30	502.09987	2642.70897	7767.40881	11978.88431	27809.37033	6	184	603	1219	5417	0	5	32	83	313	0	0	6	26	301	0	0	2	4	25	788	560
20170309_ksn5514_FACS_BC_RP4H_10547771_D3_T_SEP_tech_rep_03	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-09T21:01:42Z	81.93086	1213	1826	1682	144	0.9211391	0.0051177	80	186	915	1826	0	0	0	0	0	4	8	13	17	95	0	6	10	16	30	502.09947	6458.04464	10607.39674	14081.18452	30328.93459	5	418	951	1652	5829	0	19	68	113	286	0	4	25	62	357	0	2	4	7	27	1307	1081
20170309_ksn5514_FACS_BC_RP4H_10547771_T_FACS_biorep_01_techrep_01	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-11T17:48:42Z	85.4674	1214	1930	1792	138	0.92849743	0.004826339	88	240	1059	1930	0	0	0	0	0	4	7	10	15	95	0	5	8	13	30	502.0998	4880.58755	7876.78748	12106.92488	25574.26102	6	379	867	1510	4861	0	14	59	105	290	0	2	21	58	462	0	1	4	7	28	1311	1103
20170309_ksn5514_FACS_BC_RP4H_10547771_T_FACS_biorep_01_techrep_02	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-10T14:27:35Z	81.6096	1260	1948	1835	113	0.9419918	0.0049723806	122	250	1063	1948	0	0	0	0	0	4	7	10	15	95	0	6	8	13	30	502.09967	5732.61414	8475.53184	12335.3083	29935.95625	5	460	901	1540	5193	0	22	65	109	347	0	4	25	62	511	0	2	4	7	30	1447	1182
20170309_ksn5514_FACS_BC_RP4H_10547771_T_FACS_biorep_01_techrep_03	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-12T06:33:06Z	87.07908	1091	2029	1853	176	0.9132578	0.0042584613	92	229	1135	2029	0	0	0	0	0	4	7	10	15	95	0	4	8	13	30	502.09996	4195.06462	7851.97611	12336.31172	28144.78787	4	316	804	1487	5465	0	10	54	107	283	0	2	19	57	492	0	1	4	7	30	1349	1100
20170309_ksn5514_FACS_BC_RP4H_10547771_T_FACS_biorep_02_techrep_01	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-11T04:28:38Z	86.410995	1229	1822	1647	175	0.9039517	0.004829282	83	206	959	1822	0	0	0	0	0	4	8	11	16	95	0	6	9	15	30	510.46548	5624.78408	9133.46814	13459.69524	28000.95115	3	413	946	1686	5025	0	13	66	116	324	0	4	25	64	404	0	1	4	7	28	1249	1020
20170309_ksn5514_FACS_BC_RP4H_10547771_T_FACS_biorep_02_techrep_02	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-10T16:04:22Z	86.15021	1198	1831	1666	165	0.9098853	0.0063037826	111	217	993	1831	0	0	0	0	0	4	8	11	16	95	0	6	9	14	30	499.85524	5657.80215	9285.85228	13459.69203	26183.62571	2	383	868	1573	4990	0	14	61	109	323	0	3	23	61	433	0	1	4	7	29	1256	1045
20170309_ksn5514_FACS_BC_RP4H_10547771_T_FACS_biorep_02_techrep_03	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-11T11:56:30Z	86.22239	1197	1788	1631	157	0.9121924	0.0044408	79	178	968	1788	0	0	0	0	0	4	8	11	16	94	0	6	9	14	30	504.09644	5624.78471	8933.62528	12634.34956	28725.86647	5	359	915	1635	6000	0	12	64	112	312	0	3	25	62	431	0	1	4	7	32	1211	1000
20170309_ksn5514_FACS_BC_RP4H_10547771_T_FACS_biorep_03_techrep_02	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-10T21:56:34Z	87.00481	963	1606	1434	172	0.8929016	0.0027154316	47	80	1073	1606	0	0	0	0	0	4	7	12	16	95	0	3	8	14	30	500.56648	3359.47145	8214.5532	12596.06101	30537.5631	6	184	617	1150	5624	0	5	34	79	296	0	0	6	26	362	0	0	2	4	25	860	577
20170309_ksn5514_FACS_BC_RP4H_10547771_T_FACS_biorep_03_techrep_03	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-11T22:04:06Z	86.98553	979	1483	1344	139	0.9062711	0.0020554108	39	66	1021	1483	0	0	0	0	0	4	7	12	16	95	0	2	7	13	30	502.09987	2642.70897	7767.40881	11978.88431	27809.37033	6	184	603	1219	5417	0	5	32	83	313	0	0	6	26	301	0	0	2	4	25	788	560
20170309_ksn5514_FACS_BC_RP4H_10547771_T_SEP_biorep_01_techrep_01	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-11T02:51:51Z	82.49792	1265	1938	1802	136	0.9298246	0.014380961	167	354	1004	1938	0	0	0	0	0	4	8	11	16	95	0	6	9	15	30	510.46476	5970.11563	9147.58531	14759.40907	29280.87407	4	488	914	1508	4819	0	20	64	107	359	0	4	23	61	482	0	1	4	7	30	1404	1123
20170309_ksn5514_FACS_BC_RP4H_10547771_T_SEP_biorep_01_techrep_02	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-10T17:41:09Z	86.013435	1283	1967	1806	161	0.9181495	0.014325287	176	299	978	1967	0	0	0	0	0	4	8	11	16	95	0	6	9	14	30	499.8546	5970.1172	8832.38252	14403.77196	27873.79178	5	473	898	1464	5990	0	18	64	107	371	0	4	23	63	618	0	1	4	7	28	1412	1112
20170309_ksn5514_FACS_BC_RP4H_10547771_T_SEP_biorep_01_techrep_03	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-11T14:35:08Z	82.1071	1308	1960	1819	141	0.92806125	0.0109599745	136	267	1000	1960	0	0	0	0	0	4	8	12	17	95	0	6	10	15	30	502.09994	6083.19587	9361.15292	14837.60472	28628.03267	4	496	968	1563	5484	0	21	69	110	373	0	5	23	62	458	0	2	4	7	32	1432	1150
20170309_ksn5514_FACS_BC_RP4H_10547771_T_SEP_biorep_03_techrep_03	Orbitrap Fusion Lumos	FSN20169	TopFD	2017-03-09T21:01:42Z	81.93086	1213	1826	1682	144	0.9211391	0.005115578	80	186	916	1826	0	0	0	0	0	4	8	13	17	95	0	6	10	16	30	502.09947	6458.04464	10607.39674	14081.18452	30328.93459	5	418	951	1652	5829	0	19	68	113	286	0	4	25	62	357	0	2	4	7	27	1307	1081
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_01_10-55_a	Q Exactive	Twilight	TopFD	2018-05-25T22:53:18Z	48.01335	1378	425	422	3	0.9929412	0.012405579	23	95	196	425	0	0	0	0	0	6	7	10	13	20	0	7	10	13	21	508.45093	7601.48602	9014.25647	10735.71819	15636.49554	309	893	2382	3106	4256	0	56	133	175	245	0	13	55	107	350	0	3	6	9	17	353	320
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_01_15-45_a	Q Exactive	Twilight	TopFD	2018-05-25T19:50:01Z	48.663586	1080	534	530	4	0.99250937	0.017583907	40	132	206	534	0	0	0	0	0	6	8	11	13	20	0	7	11	14	26	502.10146	6906.61107	8741.75923	10827.7331	23088.3005	251	907	2448	3206	4276	0	62	136	180	246	0	15	60	121	372	0	3	6	10	19	449	405
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_01_15-45_b	Q Exactive	Twilight	TopFD	2018-05-25T20:45:48Z	47.78283	1272	465	460	5	0.9892473	0.020810837	39	118	166	465	0	0	0	0	0	6	8	11	13	20	0	8	12	14	21	506.50804	7700.55136	9627.23128	11155.66348	15636.51214	321	1634	2685	3216	4311	0	106	150	185	238	0	26	77	135	378	0	4	7	10	34	425	392
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_01_15-45_c	Q Exactive	Twilight	TopFD	2018-05-25T21:49:33Z	47.95944	1306	452	447	5	0.98893803	0.02014426	37	82	157	452	0	0	0	0	0	6	8	11	13	20	0	9	12	14	29	506.50807	7722.90176	9532.08415	11156.67187	16650.98371	321	1666	2607	3262	4259	0	102	149	182	258	0	29	76	130	464	0	4	7	10	30	426	388
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_01_20-40_a	Q Exactive	Twilight	TopFD	2018-05-25T23:57:04Z	47.764095	1280	461	459	2	0.9956616	0.024631104	47	193	137	461	0	0	0	0	0	6	9	11	14	20	0	9	12	14	21	3228.85052	7572.97922	9532.0856	11209.89259	15636.49641	374	1968	2693	3205	4325	0	114	157	184	233	0	40	84	137	425	0	5	8	12	21	446	424
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_02_10-55_a	Q Exactive	Twilight	TopFD	2018-05-26T05:12:59Z	47.487553	1552	360	359	1	0.99722224	0.026034454	50	85	159	360	0	0	0	0	0	6	7	12	15	21	0	7	13	16	21	604.27563	7661.07698	9787.05084	12314.93759	23147.40848	310	754	1844	3026	4335	0	47	135	186	244	0	6	35	94	455	0	2	5	8	15	295	251
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_02_15-45_a	Q Exactive	Twilight	TopFD	2018-05-26T02:09:39Z	47.516903	1425	406	400	6	0.9852217	0.03547619	70	95	147	406	0	0	0	0	0	6	9	13	16	22	0	9	14	16	23	548.48242	8183.14356	10712.24015	12324.98986	15565.55133	295	1259	2283	3199	4463	0	81	150	194	259	0	18	55	116	480	0	3	6	9	15	368	313
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_02_15-45_b	Q Exactive	Twilight	TopFD	2018-05-26T03:05:26Z	47.66131	1431	404	401	3	0.9925743	0.03682045	70	93	144	404	0	0	0	0	0	6	9	13	16	21	0	9	14	16	23	648.30239	8183.14384	10713.24907	12324.9887	18390.52938	348	1339	2224	3208	4535	0	82	150	196	244	0	21	55	115	442	0	3	6	9	18	370	325
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_02_15-45_c	Q Exactive	Twilight	TopFD	2018-05-26T04:09:12Z	47.484703	1439	401	399	2	0.99501246	0.03377791	65	92	142	401	0	0	0	0	0	6	9	13	15	22	0	9	14	16	22	648.30238	8183.14446	10713.2472	12367.99446	15547.57897	366	1388	2259	3268	4373	0	82	150	195	259	0	18	54	115	467	0	3	6	9	16	367	317
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_02_20-40_a	Q Exactive	Twilight	TopFD	2018-05-26T06:16:45Z	47.671185	1405	413	412	1	0.9975787	0.05414216	89	172	124	413	0	0	0	0	0	6	10	14	16	22	0	12	14	16	22	648.30217	9057.26255	11177.3544	12681.36942	20300.58667	336	1642	2505	3295	4198	0	99	176	206	246	0	25	73	154	450	0	4	7	10	18	386	357
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_03_10-55_a	Q Exactive	Twilight	TopFD	2018-05-26T13:34:13Z	48.577908	1625	335	319	16	0.9522388	0.034778494	58	61	202	335	0	0	0	0	0	6	8	12	16	22	0	5	10	16	22	648.30152	6167.86361	10359.34492	13837.90427	19119.27973	276	435	1047	3169	4207	0	17	60	205	256	0	0	9	104	488	0	0	2	7	17	183	153
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_03_15-45_a	Q Exactive	Twilight	TopFD	2018-05-26T10:30:49Z	47.565575	1632	331	325	6	0.9818731	0.05933523	81	99	152	331	0	0	0	0	0	6	10	14	17	25	0	8	15	18	30	546.32859	8532.01165	12309.99139	13992.98593	20541.76511	277	1081	2495	3415	4463	0	53	169	213	260	0	7	51	164	477	0	2	6	9	17	270	224
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_03_15-45_b	Q Exactive	Twilight	TopFD	2018-05-26T11:26:35Z	48.09734	1617	337	323	14	0.958457	0.05716978	81	99	152	337	0	0	0	0	0	6	9	15	17	23	0	8	15	18	23	563.35483	9015.26135	12324.9908	13993.99065	18938.86993	255	1011	2384	3438	4511	0	49	166	211	254	0	6	48	155	520	0	1	5	9	15	264	216
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_03_15-45_c	Q Exactive	Twilight	TopFD	2018-05-26T12:30:25Z	48.230095	1622	335	320	15	0.95522386	0.060168494	79	82	149	335	0	0	0	0	0	6	10	14	17	25	0	8	15	17	28	586.32363	9015.61019	12324.99275	14007.98707	26292.97333	296	955	2310	3453	4306	0	45	166	212	246	0	6	47	176	503	0	1	6	9	17	258	218
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_03_20-40_a	Q Exactive	Twilight	TopFD	2018-05-26T14:38:02Z	48.572144	1604	342	332	10	0.9707602	0.09664034	110	120	139	342	0	0	0	0	0	6	10	15	17	25	0	9	15	18	23	559.32342	10597.33523	12368.98841	13992.99147	20410.07443	281	1261	2667	3449	4163	0	55	202	217	251	0	11	69	209	483	0	2	7	10	18	274	245
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_04_10-55_a	Q Exactive	Twilight	TopFD	2018-05-26T19:54:01Z	47.623924	1614	339	332	7	0.97935104	0.008462855	18	26	233	339	0	0	0	0	0	6	9	12	15	25	0	4	12	17	25	586.32251	6309.67313	11977.91922	14670.54467	22477.29455	251	390	996	2492	4260	0	15	48	201	279	0	0	4	55	548	0	0	1	6	21	179	143
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_04_15-45_a	Q Exactive	Twilight	TopFD	2018-05-26T16:50:39Z	47.77956	1512	375	358	17	0.9546667	0.010030828	23	35	235	375	0	0	0	0	0	6	9	12	15	25	0	6	13	17	28	563.35458	8092.87005	11977.94889	15045.47128	22816.2285	258	496	1190	2396	4600	0	20	86	199	287	0	0	7	63	416	0	0	2	6	19	208	165
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_04_15-45_b	Q Exactive	Twilight	TopFD	2018-05-26T17:46:24Z	48.40168	1522	371	359	12	0.967655	0.010052754	17	27	229	371	0	0	0	0	0	6	10	13	17	25	0	6	13	18	25	563.35468	8093.87274	11977.94863	15046.48467	20311.47605	264	549	1185	2536	4247	0	19	83	199	279	0	0	6	58	471	0	0	2	6	20	205	167
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_04_15-45_c	Q Exactive	Twilight	TopFD	2018-05-26T18:50:12Z	47.704514	1531	368	344	24	0.9347826	0.01069564	19	36	222	368	0	0	0	0	0	6	10	13	17	25	0	6	13	18	25	577.33387	9113.2308	11977.94577	15045.47791	20761.95228	269	565	1231	2460	4304	0	19	90	199	279	0	0	10	63	456	0	0	2	6	18	221	165
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_04_20-40_a	Q Exactive	Twilight	TopFD	2018-05-26T20:57:51Z	48.500546	1569	354	340	14	0.96045196	0.012163804	26	29	232	354	0	0	0	0	0	6	10	13	17	24	0	6	13	17	24	563.35521	8133.30068	11977.95964	15046.4805	24391.37058	259	553	1045	2156	4328	0	19	63	188	279	0	0	6	65	414	0	0	2	6	18	196	170
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_05_10-55_a	Q Exactive	Twilight	TopFD	2018-05-27T04:15:38Z	48.357914	1363	435	417	18	0.95862067	0.004726988	16	26	319	435	0	0	0	0	0	6	8	11	14	25	0	3	9	16	30	750.50744	5219.79703	10336.48268	14567.45395	24565.26911	252	417	918	2723	3927	0	12	32	200	388	0	0	2	38	384	0	0	1	5	17	203	148
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_05_15-45_a	Q Exactive	Twilight	TopFD	2018-05-27T01:12:13Z	48.49815	1597	345	327	18	0.9478261	0.010881597	18	30	211	345	0	0	0	0	0	6	8	13	17	25	0	4	13	20	30	802.53979	7402.45454	11979.87247	15316.64834	25462.19966	276	548	1593	3005	4387	0	18	92	231	366	0	0	13	70	473	0	0	3	7	19	213	165
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_05_15-45_b	Q Exactive	Twilight	TopFD	2018-05-27T02:08:03Z	48.481728	1592	346	333	13	0.96242774	0.011487391	21	36	201	346	0	0	0	0	0	6	9	13	16	25	0	4	14	19	30	750.50753	6390.85307	12040.90044	15332.60684	25757.19636	265	616	1610	3114	4371	0	17	107	233	364	0	0	16	70	450	0	0	3	7	19	217	175
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_05_15-45_c	Q Exactive	Twilight	TopFD	2018-05-27T03:11:50Z	48.345924	1575	353	328	25	0.9291785	0.010647423	20	43	197	353	0	0	0	0	0	6	8	12	15	25	0	4	13	19	30	750.50736	6694.23992	11977.96449	14971.68634	25282.21096	281	610	1602	3130	4479	0	16	95	233	375	0	1	20	68	448	0	1	3	6	17	212	174
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_05_20-40_a	Q Exactive	Twilight	TopFD	2018-05-27T05:19:28Z	48.370987	1609	340	326	14	0.9588235	0.015478999	31	33	209	340	0	0	0	0	0	6	9	13	16	25	0	4	13	18	30	802.53941	5726.28047	11671.03792	15883.08573	25452.21831	302	622	1478	2616	4344	0	17	78	217	371	0	0	9	73	464	0	0	2	7	18	202	157
20180525_rmi049_APA_PLRPS_PBMC-test_Fraction_06_10-55_a	Q Exactive	Twilight	TopFD	2018-05-27T10:35:29Z	48.600876	1671	317	292	25	0.92113566	0.0018123618	9	10	271	317	0	0	0	0	0	6	7	11	13	23	0	2	5	14	30	750.50783	3464.25643	7828.27331	14275.96438	24383.24268	268	384	555	1680	3536	0	6	18	106	330	0	0	0	11	252	0	0	0	2	11	111	51
